%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
40084000000,7551,40083000000,base_link,0.10099390895800611,0.05600947645591156,-0.16119437319943164,-0.9801426216503668,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.9044668674468994,-0.4027064144611358,0.3409943878650666,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.08924556523561478,0.17126682400703566,11.026610374450684,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
40088000000,7552,40088000000,base_link,0.10679347863214311,0.057638794594001765,-0.16160433559489712,-0.9793656444980684,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-3.030195713043213,-0.3806427717208862,0.360428273677826,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.13757340610027313,0.200408756732942,10.944048881530762,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
40095000000,7553,40094000000,base_link,0.11879578683073823,0.06098734853730214,-0.1624624032837304,-0.977636991506394,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-3.129314422607422,-0.3834275007247924,0.37894207239151007,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.08784426003694534,0.21832375228405132,10.852669715881348,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
40099000000,7554,40099000000,base_link,0.12485730443672649,0.06270358928209001,-0.16290452372460962,-0.9766990555396327,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-3.1501612663269043,-0.3977468013763427,0.3875551819801331,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.11287544667720795,0.16184604167938366,10.86850643157959,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
40104000000,7555,40104000000,base_link,0.13082941804031104,0.06444626663760632,-0.16335355624864473,-0.9757284136184268,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-3.1105568408966064,-0.42720428109169,0.39076575636863714,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.10295544564723969,0.18838502466678753,10.813875198364258,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
40109000000,7556,40109000000,base_link,0.13668245626014017,0.06624475695726319,-0.16382349360954124,-0.9747264144419288,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-3.0481762886047363,-0.45741224288940424,0.3931127786636353,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.09309209138154984,0.1888564229011549,10.766149520874023,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
40113000000,7557,40113000000,base_link,0.14790778730643694,0.06996638426686987,-0.164807243200634,-0.9726595751378031,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.9484076499938965,-0.5027642250061035,0.39309495687484747,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.125101700425148,0.14140012860298287,10.752372741699219,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
40119000000,7558,40119000000,base_link,0.15325331424992214,0.0719272242469907,-0.16532602875895452,-0.9716003826878759,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.8164634704589844,-0.5701744556427002,0.3912500143051148,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.13300202786922455,0.216320946812631,10.751980781555176,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
40124000000,7559,40124000000,base_link,0.15834173751495678,0.07393443366300761,-0.16586955451735103,-0.9705405580352209,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.710571765899658,-0.6345841288566589,0.39063739776611334,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.09013494849205017,0.2178558856248869,10.765948295593262,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
40129000000,7560,40129000000,base_link,0.16810638786658955,0.07818965851400843,-0.16699120859677147,-0.9683700374837584,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.6071250438690186,-0.6958879828453064,0.3840986490249635,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.05037091672420502,0.11926935613155497,10.778582572937012,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
40134000000,7561,40134000000,base_link,0.17262822314455817,0.08035273487835272,-0.1675787778118618,-0.967295419287276,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.513113021850586,-0.7381541132926941,0.38040995597839367,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.06472703814506531,0.18677946925163402,10.780570983886719,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
40138000000,7562,40138000000,base_link,0.1768763304465167,0.08250123370146831,-0.16817738950126204,-0.9662426331583225,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.3704495429992676,-0.7727782726287842,0.3761315941810609,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.07890161871910095,0.11570046842098367,10.69596004486084,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
40143000000,7563,40143000000,base_link,0.1808737746353128,0.08462555603860684,-0.16879104761558072,-0.9652112997752609,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.208301544189453,-0.7870938181877136,0.3697985112667085,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.04956665635108948,0.16499722003936898,10.625884056091309,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
40149000000,7564,40149000000,base_link,0.1881184174992746,0.08867989320453655,-0.17001406486566983,-0.9632458236418038,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.010160446166992,-0.7770408391952515,0.35915836691856395,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.06294479221105576,0.15431362390518316,10.407183647155762,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
