%time,field.header.seq,field.header.stamp,field.header.frame_id,field.twist.linear.x,field.twist.linear.y,field.twist.linear.z,field.twist.angular.x,field.twist.angular.y,field.twist.angular.z
650464000000,70837,633438095312438592,base_link,-0.1418372392654419,0.29517799615859985,-0.2646354138851166,2.4731780502949894,1.0037473315699657,-0.08695285747609482
650466000000,70838,633438095324352576,base_link,-0.1427651196718216,0.29322707653045654,-0.2817284166812897,2.622766049657255,1.2812671687395174,-0.1261876148989351
650478000000,70839,633438095336352576,base_link,-0.1421264410018921,0.2887894809246063,-0.2989349365234375,2.5481390350183624,1.426071663493974,-0.18951459898554238
650491000000,70840,633438095348352576,base_link,-0.13969899713993073,0.28216925263404846,-0.3186260461807251,2.1033697115997994,1.3497206909923376,-0.2828457653640663
650502000000,70841,633438095360352576,base_link,-0.13537690043449402,0.2735041081905365,-0.33611947298049927,1.7653132803267984,1.1877240990175337,-0.33393085887754914
650514000000,70842,633438095372352576,base_link,-0.12991002202033997,0.2619142234325409,-0.34671491384506226,1.250522227845055,0.7788289410501957,-0.402104021355179
650527000000,70843,633438095384352576,base_link,-0.1235199123620987,0.24842160940170288,-0.3497703969478607,1.0590571224651912,0.475217786250427,-0.4282074720441973
650539000000,70844,633438095396352576,base_link,-0.11744631081819534,0.233504056930542,-0.35635897517204285,0.9569977199457985,-0.09949330895239093,-0.45489393307717496
650550000000,70845,633438095408352576,base_link,-0.11168976873159409,0.2181480973958969,-0.36840543150901794,1.0192737895719517,-0.42339026097676724,-0.46204010671055223
650563000000,70846,633438095420352576,base_link,-0.10698751360177994,0.2012082189321518,-0.3790566921234131,1.1862621001038398,-0.76495327243468,-0.46074736358645496
650571000000,70847,633438095428266560,base_link,-0.10459624975919724,0.18789958953857422,-0.38042065501213074,1.3708690698606596,-0.9848358692230943,-0.4465199457917174
650579000000,70848,633438095436266560,base_link,-0.10303253680467606,0.1722651571035385,-0.3745698034763336,1.5447516551634144,-1.1771444954490407,-0.4139566761942621
650587000000,70849,633438095444266560,base_link,-0.1024700179696083,0.1547880619764328,-0.36445480585098267,1.6133461464167402,-1.2485325482919065,-0.38045291232058653
650594000000,70850,633438095452266560,base_link,-0.10265117883682251,0.13689766824245453,-0.35581791400909424,1.687435726984417,-1.2737177891851834,-0.30862976530431996
650602000000,70851,633438095460266560,base_link,-0.10354673862457275,0.11875452846288681,-0.35351523756980896,1.7057662642035392,-1.2608848676511182,-0.2806209336332042
650610000000,70852,633438095468266560,base_link,-0.10498413443565369,0.10195618867874146,-0.35982000827789307,1.6586005478113188,-1.1791950495096488,-0.19374137540132425
650618000000,70853,633438095476266560,base_link,-0.10651756823062897,0.08631065487861633,-0.37449193000793457,1.5581284200983454,-1.0811649955162455,-0.13259713806110435
650626000000,70854,633438095484266560,base_link,-0.10812060534954071,0.0717606246471405,-0.39617857336997986,1.3011327905024566,-0.8577480825807132,-0.034128770513344536
650634000000,70855,633438095492266560,base_link,-0.10975640267133713,0.05815044790506363,-0.4232656955718994,1.0077853848853793,-0.641056293046695,0.06135686258409956
650643000000,70856,633438095500266560,base_link,-0.11142528057098389,0.045300547033548355,-0.4535025954246521,0.8222231716209908,-0.5205311886071451,0.11286170089202266
650654000000,70857,633438095512266560,base_link,-0.11399234086275101,0.02643035724759102,-0.5017789602279663,0.2146408541438552,-0.13777737885622668,0.270618834302406
650667000000,70858,633438095524181568,base_link,-0.1163955107331276,0.00646198820322752,-0.544654369354248,-0.2176870872179327,0.1236762962089012,0.3783287808711768
650678000000,70859,633438095536181568,base_link,-0.1197827085852623,-0.018758054822683334,-0.5659371018409729,-0.6977240508742041,0.400505401323133,0.47945988007852214
650687000000,70860,633438095544181568,base_link,-0.12259656190872192,-0.04043082520365715,-0.5589327812194824,-1.0638721986233384,0.5966007403004663,0.544067156550828
650695000000,70861,633438095552181568,base_link,-0.1254768967628479,-0.06450838595628738,-0.5357169508934021,-1.370840138057932,0.7740407590196782,0.5914769525457801
650703000000,70862,633438095560181568,base_link,-0.1273208111524582,-0.08958365023136139,-0.5041642785072327,-1.4890788947478077,0.8493477126273007,0.6050010450021801
650711000000,70863,633438095568181568,base_link,-0.12842802703380585,-0.11316192895174026,-0.4736734628677368,-1.5868059986062413,0.8990916290920933,0.5922162219748346
650719000000,70864,633438095576181568,base_link,-0.1285405457019806,-0.1338747888803482,-0.4494975805282593,-1.5666674993062661,0.8622188670074431,0.5506563664448608
650727000000,70865,633438095587181568,base_link,-0.12747050821781158,-0.1572379469871521,-0.4269484877586365,-1.4409030565003476,0.8081208097228492,0.4999684958711377
