%time,field.header.seq,field.header.stamp,field.header.frame_id,field.connected,field.armed,field.guided,field.manual_input,field.mode,field.system_status
9945000000,10,9074000000,,1,0,0,0,OFFBOARD,3
10071000000,11,10071000000,,1,0,0,0,OFFBOARD,3
11069000000,12,11069000000,,1,1,0,0,OFFBOARD,4
12068000000,13,12068000000,,1,1,0,0,OFFBOARD,4
13066000000,14,13066000000,,1,1,0,0,OFFBOARD,4
14065000000,15,14065000000,,1,1,0,0,OFFBOARD,4
