%time,field.header.seq,field.header.stamp,field.header.frame_id,field.group_mix,field.controls0,field.controls1,field.controls2,field.controls3,field.controls4,field.controls5,field.controls6,field.controls7
1759811045544629408,1268,0,,0,-0.04093540087342262,0.194149911403656,-0.032270628958940506,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045544640576,1269,0,,0,-0.040194883942604065,0.1920529007911682,-0.021838223561644554,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045546576544,1270,0,,0,-0.040194883942604065,0.1920529007911682,-0.021838223561644554,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045548968992,1271,0,,0,-0.041081689298152924,0.19304145872592926,-0.026436548680067062,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045549838304,1272,0,,0,-0.041081689298152924,0.19304145872592926,-0.026436548680067062,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045550378752,1273,0,,0,-0.041081689298152924,0.19304145872592926,-0.026436548680067062,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045551768672,1274,0,,0,-0.041671957820653915,0.19426019489765167,-0.033804938197135925,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045557124800,1275,0,,0,-0.041671957820653915,0.19426019489765167,-0.033804938197135925,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045557137728,1276,0,,0,-0.041671957820653915,0.19426019489765167,-0.033804938197135925,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045558355424,1277,0,,0,-0.04141845554113388,0.1936085969209671,-0.029502786695957184,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045559549696,1278,0,,0,-0.04141845554113388,0.1936085969209671,-0.029502786695957184,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045562801440,1279,0,,0,-0.04042862728238106,0.19152282178401947,-0.01717115379869938,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045563916032,1280,0,,0,-0.04042862728238106,0.19152282178401947,-0.01717115379869938,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045565989248,1281,0,,0,-0.04046185687184334,0.19156832993030548,-0.01706930622458458,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045567570304,1282,0,,0,-0.04033045098185539,0.19066224992275238,-0.021743780001997948,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045569700480,1283,0,,0,-0.04033045098185539,0.19066224992275238,-0.021743780001997948,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045571774592,1284,0,,0,-0.04033045098185539,0.19066224992275238,-0.021743780001997948,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045573348096,1285,0,,0,-0.04084404930472374,0.1924699991941452,-0.029538599774241447,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045575490240,1286,0,,0,-0.04084404930472374,0.1924699991941452,-0.029538599774241447,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045577258240,1287,0,,0,-0.040832724422216415,0.1924452781677246,-0.029569586738944054,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045580241024,1288,0,,0,-0.040832724422216415,0.1924452781677246,-0.029569586738944054,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045581485120,1289,0,,0,-0.04073993116617203,0.1915491670370102,-0.025603346526622772,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045583805280,1290,0,,0,-0.04073993116617203,0.1915491670370102,-0.025603346526622772,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045588205504,1291,0,,0,-0.04073993116617203,0.1915491670370102,-0.025603346526622772,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045589052256,1292,0,,0,-0.04073993116617203,0.1915491670370102,-0.025603346526622772,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045589618784,1293,0,,0,-0.04074316844344139,0.1915503442287445,-0.025578929111361504,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045591300352,1294,0,,0,-0.0403040386736393,0.19029729068279266,-0.02031514421105385,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045593231456,1295,0,,0,-0.0403040386736393,0.19029729068279266,-0.02031514421105385,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045595413952,1296,0,,0,-0.0403040386736393,0.19029729068279266,-0.02031514421105385,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045597998080,1297,0,,0,-0.04099190980195999,0.19309553503990173,-0.029904594644904137,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045599419424,1298,0,,0,-0.04099190980195999,0.19309553503990173,-0.029904594644904137,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045602125088,1299,0,,0,-0.04099190980195999,0.19309553503990173,-0.029904594644904137,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045603438048,1300,0,,0,-0.04094352573156357,0.19277530908584595,-0.02670818567276001,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045605469952,1301,0,,0,-0.04094352573156357,0.19277530908584595,-0.02670818567276001,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045607402112,1302,0,,0,-0.04093964025378227,0.19277030229568481,-0.026736175641417503,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045609590720,1303,0,,0,-0.04035332426428795,0.19073981046676636,-0.022282810881733894,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045611562432,1304,0,,0,-0.04035332426428795,0.19073981046676636,-0.022282810881733894,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045613227008,1305,0,,0,-0.040888018906116486,0.19177016615867615,-0.025953900068998337,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045617276832,1306,0,,0,-0.040888018906116486,0.19177016615867615,-0.025953900068998337,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045618301344,1307,0,,0,-0.040888309478759766,0.1917581707239151,-0.02594084106385708,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045620319488,1308,0,,0,-0.040888309478759766,0.1917581707239151,-0.02594084106385708,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045621939968,1309,0,,0,-0.04143340140581131,0.1931649148464203,-0.03188324719667435,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045624255776,1310,0,,0,-0.04143340140581131,0.1931649148464203,-0.03188324719667435,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045625270144,1311,0,,0,-0.04136139899492264,0.19249998033046722,-0.029956279322504997,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045629048576,1312,0,,0,-0.04136139899492264,0.19249998033046722,-0.029956279322504997,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045630192320,1313,0,,0,-0.041358284652233124,0.19248142838478088,-0.030001485720276833,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045631658240,1314,0,,0,-0.041358284652233124,0.19248142838478088,-0.030001485720276833,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045633669984,1315,0,,0,-0.04036836698651314,0.19167576730251312,-0.02292918600142002,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045635690112,1316,0,,0,-0.04036836698651314,0.19167576730251312,-0.02292918600142002,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045637375936,1317,0,,0,-0.040468860417604446,0.19240055978298187,-0.024699974805116653,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045639301920,1318,0,,0,-0.040468860417604446,0.19240055978298187,-0.024699974805116653,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045641973344,1319,0,,0,-0.040468860417604446,0.19240055978298187,-0.024699974805116653,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045643743744,1320,0,,0,-0.040468860417604446,0.19240055978298187,-0.024699974805116653,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045645518240,1321,0,,0,-0.041123613715171814,0.19304196536540985,-0.02894178219139576,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045647510784,1322,0,,0,-0.041123613715171814,0.19304196536540985,-0.02894178219139576,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045649993344,1323,0,,0,-0.041123613715171814,0.19304196536540985,-0.02894178219139576,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045651704544,1324,0,,0,-0.04048047959804535,0.1920040100812912,-0.0234322901815176,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045653247840,1325,0,,0,-0.04048047959804535,0.1920040100812912,-0.0234322901815176,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045655378208,1326,0,,0,-0.04048047959804535,0.1920040100812912,-0.0234322901815176,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045658132128,1327,0,,0,-0.04048047959804535,0.1920040100812912,-0.0234322901815176,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045660409344,1328,0,,0,-0.04048047959804535,0.1920040100812912,-0.0234322901815176,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045665117888,1329,0,,0,-0.0404374785721302,0.19162338972091675,-0.02349347062408924,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045665128160,1330,0,,0,-0.0404374785721302,0.19162338972091675,-0.02349347062408924,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045666287232,1331,0,,0,-0.040441084653139114,0.19163958728313446,-0.02343745343387127,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045667311072,1332,0,,0,-0.041300248354673386,0.1928749531507492,-0.030098924413323402,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045669473600,1333,0,,0,-0.041601963341236115,0.19309422373771667,-0.03162293881177902,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045671557248,1334,0,,0,-0.041592977941036224,0.19307170808315277,-0.031684551388025284,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045673407328,1335,0,,0,-0.041592977941036224,0.19307170808315277,-0.031684551388025284,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045675324960,1336,0,,0,-0.041592977941036224,0.19307170808315277,-0.031684551388025284,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045677720256,1337,0,,0,-0.04101555421948433,0.1920560747385025,-0.022201208397746086,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045680151616,1338,0,,0,-0.04101555421948433,0.1920560747385025,-0.022201208397746086,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045681872000,1339,0,,0,-0.04085760563611984,0.19120128452777863,-0.021988747641444206,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045683772096,1340,0,,0,-0.04085760563611984,0.19120128452777863,-0.021988747641444206,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045685426944,1341,0,,0,-0.04085760563611984,0.19120128452777863,-0.021988747641444206,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045687447392,1342,0,,0,-0.04119078069925308,0.19127124547958374,-0.028697431087493896,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045689304864,1343,0,,0,-0.04119078069925308,0.19127124547958374,-0.028697431087493896,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045692243808,1344,0,,0,-0.04119078069925308,0.19127124547958374,-0.028697431087493896,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045694561696,1345,0,,0,-0.04119269549846649,0.1912337690591812,-0.028719238936901093,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045696089024,1346,0,,0,-0.04119269549846649,0.1912337690591812,-0.028719238936901093,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045700618080,1347,0,,0,-0.04101093113422394,0.19217060506343842,-0.02919057570397854,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045701950016,1348,0,,0,-0.04056874290108681,0.19098663330078125,-0.02342948690056801,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045704109504,1349,0,,0,-0.04056847468018532,0.19098155200481415,-0.023425547406077385,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045705378912,1350,0,,0,-0.04056847468018532,0.19098155200481415,-0.023425547406077385,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045706605312,1351,0,,0,-0.04056847468018532,0.19098155200481415,-0.023425547406077385,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045707878784,1352,0,,0,-0.04056847468018532,0.19098155200481415,-0.023425547406077385,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045709491840,1353,0,,0,-0.04052755609154701,0.19094569981098175,-0.02702389284968376,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045715588128,1354,0,,0,-0.04052755609154701,0.19094569981098175,-0.02702389284968376,0.41999998688697815,0.0,0.0,0.0,0.0
1759811045715595808,1355,0,,0,-0.04052755609154701,0.19094569981098175,-0.02702389284968376,0.41999998688697815,0.0,0.0,0.0,0.0
