%time,field.header.seq,field.header.stamp,field.header.frame_id,field.connected,field.armed,field.guided,field.manual_input,field.mode,field.system_status
19893000000,20,18968000000,,1,0,0,0,OFFBOARD,3
19967000000,21,19967000000,,1,0,0,0,OFFBOARD,3
20865000000,22,20865000000,,1,1,0,0,OFFBOARD,4
21864000000,23,21864000000,,1,1,0,0,OFFBOARD,4
22863000000,24,22863000000,,1,1,0,0,OFFBOARD,4
23861000000,25,23861000000,,1,1,0,0,OFFBOARD,4
24860000000,26,24860000000,,1,1,0,0,OFFBOARD,4
