%time,field.clock
19780000000,19763000000
19780000000,19764000000
19780000000,19765000000
19780000000,19766000000
19780000000,19767000000
19780000000,19768000000
19780000000,19769000000
19780000000,19770000000
19780000000,19771000000
19781000000,19772000000
19781000000,19773000000
19781000000,19774000000
19781000000,19775000000
19781000000,19776000000
19781000000,19777000000
19781000000,19778000000
19781000000,19779000000
19781000000,19780000000
19781000000,19781000000
19782000000,19782000000
19783000000,19783000000
19784000000,19784000000
19785000000,19785000000
19785000000,19786000000
19787000000,19787000000
19788000000,19788000000
19789000000,19789000000
19790000000,19790000000
19791000000,19791000000
19791000000,19792000000
19793000000,19793000000
19794000000,19794000000
19795000000,19795000000
19796000000,19796000000
19797000000,19797000000
19798000000,19798000000
19799000000,19799000000
19799000000,19800000000
19801000000,19801000000
19802000000,19802000000
19803000000,19803000000
19804000000,19804000000
19805000000,19805000000
19806000000,19806000000
19807000000,19807000000
19807000000,19808000000
19809000000,19809000000
19810000000,19810000000
19811000000,19811000000
19812000000,19812000000
19813000000,19813000000
19814000000,19814000000
19815000000,19815000000
19815000000,19816000000
19817000000,19817000000
19818000000,19818000000
19819000000,19819000000
19820000000,19820000000
19821000000,19821000000
19822000000,19822000000
19823000000,19823000000
19824000000,19824000000
19825000000,19825000000
19826000000,19826000000
19827000000,19827000000
19828000000,19828000000
19829000000,19829000000
19830000000,19830000000
19831000000,19831000000
19832000000,19832000000
19833000000,19833000000
19834000000,19834000000
19835000000,19835000000
19836000000,19836000000
19837000000,19837000000
19838000000,19838000000
19839000000,19839000000
19839000000,19840000000
19841000000,19841000000
19842000000,19842000000
19843000000,19843000000
19844000000,19844000000
19845000000,19845000000
19846000000,19846000000
19847000000,19847000000
19848000000,19848000000
19849000000,19849000000
19850000000,19850000000
19851000000,19851000000
19852000000,19852000000
19853000000,19853000000
19854000000,19854000000
19855000000,19855000000
19856000000,19856000000
19856000000,19857000000
19858000000,19858000000
19859000000,19859000000
19859000000,19860000000
19861000000,19861000000
19862000000,19862000000
19863000000,19863000000
19864000000,19864000000
19865000000,19865000000
19866000000,19866000000
19867000000,19867000000
19868000000,19868000000
19869000000,19869000000
19870000000,19870000000
19871000000,19871000000
19872000000,19872000000
19873000000,19873000000
19874000000,19874000000
19875000000,19875000000
19876000000,19876000000
19877000000,19877000000
19878000000,19878000000
19879000000,19879000000
19880000000,19880000000
19881000000,19881000000
19882000000,19882000000
19883000000,19883000000
19884000000,19884000000
19885000000,19885000000
19886000000,19886000000
19887000000,19887000000
19888000000,19888000000
19888000000,19889000000
19890000000,19890000000
19891000000,19891000000
19892000000,19892000000
19893000000,19893000000
19894000000,19894000000
19895000000,19895000000
19896000000,19896000000
19897000000,19897000000
19898000000,19898000000
19899000000,19899000000
19900000000,19900000000
19901000000,19901000000
19902000000,19902000000
19903000000,19903000000
19904000000,19904000000
19905000000,19905000000
19906000000,19906000000
19907000000,19907000000
19908000000,19908000000
19909000000,19909000000
19910000000,19910000000
19911000000,19911000000
19912000000,19912000000
19913000000,19913000000
19914000000,19914000000
19915000000,19915000000
19916000000,19916000000
19917000000,19917000000
19918000000,19918000000
