%time,field.header.seq,field.header.stamp,field.header.frame_id,field.twist.linear.x,field.twist.linear.y,field.twist.linear.z,field.twist.angular.x,field.twist.angular.y,field.twist.angular.z
1759811372743424256,132710,1759811372740547712,base_link,0.0034056620116263933,-0.005129059717578525,0.006708809266510734,0.00014235277194529772,-0.004541505128145218,0.000699463533237577
1759811372760079488,132711,1759811372751547712,base_link,0.003580556403853126,-0.004777390516018925,0.006540282453975385,0.000633164425380528,4.1073071770369675e-05,-0.0026893902104347944
1759811372766855200,132712,1759811372762546432,base_link,0.003547835268718551,-0.004972947635491462,0.006359647231268532,-0.0008512390777468681,-0.0010191858746111395,-0.0021607407834380865
1759811372776161024,132713,1759811372772546432,base_link,0.003697193534298037,-0.004826821043855884,0.006388203307096929,-0.0021683527156710625,-0.002679157769307494,0.0001156246289610866
1759811372785303584,132714,1759811372783546432,base_link,0.0035951432731223865,-0.004664697691233849,0.006596384402638431,0.002064809203147888,0.0013651982881128788,0.00013157306239008887
1759811372797893216,132715,1759811372793546432,base_link,0.003466471298837826,-0.004825218182493726,0.007065927836749895,-0.0003569546388462186,-0.0009524987544864412,0.0033774457406252623
1759811372808741248,132716,1759811372804546432,base_link,0.003691638967162451,-0.004385341636908225,0.007252916914468968,3.463425673544407e-05,0.0011167555348947649,0.002840621629729867
1759811372818844384,132717,1759811372815546432,base_link,0.003434250176686514,-0.004671811710559442,0.007036406869560202,-0.0013096400070935488,0.0013215012149885297,-0.00022551859728992002
1759811372828961120,132718,1759811372825546432,base_link,0.0037176823649285053,-0.0043894440547899,0.007060015381877453,-0.0025378321297466755,-0.0005994281964376574,-0.004314741585403681
1759811372840779840,132719,1759811372836546432,base_link,0.003671831797219135,-0.004526306201172602,0.007036391214772573,-0.0016105002723634243,9.005307219922586e-05,0.003499759128317237
1759811372851879744,132720,1759811372846546432,base_link,0.003669269319838352,-0.004113924463281371,0.007195758310419364,-0.0025263684801757336,-0.000665276078507304,0.001877924194559455
1759811372863493536,132721,1759811372857546432,base_link,0.003691573083910147,-0.003854826930929977,0.0069007315514713645,-0.0014483841368928552,-0.0005025690188631414,0.0006103317718952895
1759811372874499872,132722,1759811372867545920,base_link,0.003663316154690006,-0.0038657389114567626,0.006901032673931332,-0.0006749870954081416,-0.003806143067777157,0.001197332283481956
1759811372881986016,132723,1759811372878545920,base_link,0.0038308501799399776,-0.0035211058665298406,0.006947287217537318,0.000647601205855608,0.0007859544130042195,-0.0004200774710625411
1759811372893940672,132724,1759811372889545920,base_link,0.0035027494938928614,-0.003933086121865143,0.0067604189185393095,-0.0013772583333775401,-0.0015910599613562222,0.003113433951511979
1759811372902961760,132725,1759811372899545920,base_link,0.0035865957183630675,-0.003451199829230673,0.007164415208562261,0.0009026560001075268,0.002022077329456806,0.000957734417170286
1759811372916749312,132726,1759811372910545920,base_link,0.0033404486926460197,-0.0037941865707075196,0.007075490169372327,-0.00014707399532198906,0.004712365102022886,0.0007227368187159294
1759811372925034880,132727,1759811372920545920,base_link,0.0032711735828065305,-0.00391765318245364,0.007046226140172818,0.0003438289277255535,0.001295983325690031,0.0007762827444821595
1759811372936147456,132728,1759811372931545920,base_link,0.003204976969354625,-0.0037353953265358074,0.006713744048389389,0.0011178920976817608,0.00107552029658109,0.0032885319087654352
