%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1759811372875706400,2468,1759811372875261024,map,-0.04445353522896767,0.07484575361013412,0.01711251400411129,0.0,0.0,0.0,0.0
1759811372877215488,2469,1759811372877142560,map,-0.04445353522896767,0.07484575361013412,0.01711251400411129,0.0,0.0,0.0,0.0
1759811372879195136,2470,1759811372879118912,map,-0.04445353522896767,0.07484575361013412,0.01711251400411129,0.0,0.0,0.0,0.0
1759811372882214592,2471,1759811372881123904,map,-0.04420072212815285,0.07519979774951935,0.0190227460116148,0.0,0.0,0.0,0.0
1759811372883260576,2472,1759811372883152576,map,-0.04419686272740364,0.07518262416124344,0.018974611535668373,0.0,0.0,0.0,0.0
1759811372885489696,2473,1759811372885115904,map,-0.04419686272740364,0.07518262416124344,0.018974611535668373,0.0,0.0,0.0,0.0
1759811372887308800,2474,1759811372887144992,map,-0.04355674237012863,0.07380196452140808,0.022723715752363205,0.0,0.0,0.0,0.0
1759811372889393120,2475,1759811372889112640,map,-0.04355674237012863,0.07380196452140808,0.022723715752363205,0.0,0.0,0.0,0.0
1759811372891485024,2476,1759811372891106080,map,-0.04355674237012863,0.07380196452140808,0.022723715752363205,0.0,0.0,0.0,0.0
1759811372893249920,2477,1759811372893174752,map,-0.04355674237012863,0.07380196452140808,0.022723715752363205,0.0,0.0,0.0,0.0
1759811372895304320,2478,1759811372895205504,map,-0.04373018443584442,0.0746535137295723,0.02159193903207779,0.0,0.0,0.0,0.0
1759811372897279904,2479,1759811372897197152,map,-0.04373018443584442,0.0746535137295723,0.02159193903207779,0.0,0.0,0.0,0.0
1759811372899265728,2480,1759811372899147584,map,-0.04410635307431221,0.07544656097888947,0.020434653386473656,0.0,0.0,0.0,0.0
1759811372902269568,2481,1759811372901458944,map,-0.04410635307431221,0.07544656097888947,0.020434653386473656,0.0,0.0,0.0,0.0
1759811372905412928,2482,1759811372904421888,map,-0.04410635307431221,0.07544656097888947,0.020434653386473656,0.0,0.0,0.0,0.0
1759811372905847488,2483,1759811372905310368,map,-0.044350482523441315,0.0759555846452713,0.01982305571436882,0.0,0.0,0.0,0.0
1759811372907615584,2484,1759811372907329280,map,-0.044350482523441315,0.0759555846452713,0.01982305571436882,0.0,0.0,0.0,0.0
