%time,field.header.seq,field.header.stamp,field.header.frame_id,field.connected,field.armed,field.guided,field.manual_input,field.mode,field.system_status
11712000000,12,10929000000,,1,0,0,0,OFFBOARD,3
11927000000,13,11927000000,,1,0,0,0,OFFBOARD,3
12926000000,14,12926000000,,1,1,0,0,OFFBOARD,4
13925000000,15,13925000000,,1,1,0,0,OFFBOARD,4
14923000000,16,14923000000,,1,1,0,0,OFFBOARD,4
15822000000,17,15822000000,,1,1,0,0,OFFBOARD,4
16820000000,18,16820000000,,1,1,0,0,OFFBOARD,4
