%time,field.header.seq,field.header.stamp,field.header.frame_id,field.twist.linear.x,field.twist.linear.y,field.twist.linear.z,field.twist.angular.x,field.twist.angular.y,field.twist.angular.z
11673000000,612,11672000000,base_link,-0.017732993120014702,-0.0035317069181372888,-0.06950441570429566,-0.00217245239764452,-0.0038795312866568565,0.000531091471202672
11681000000,613,11681000000,base_link,-0.017884442640161674,-0.003457188948349754,-0.06950063154370188,0.0011700286995619535,0.0002820240333676339,0.0003824572486337274
11688000000,614,11688000000,base_link,-0.017722003546666656,-0.0035158857666919576,-0.06954688796947292,0.001617238624021411,-0.0003317114897072315,-0.00018744595581665632
11699000000,615,11699000000,base_link,-0.01722643461251107,-0.003125762623854576,-0.06966632149093212,0.0010944274254143238,-0.0014382419176399708,-9.660945215728116e-05
11707000000,616,11707000000,base_link,-0.017233121358599012,-0.0032407777248459873,-0.06956290902097584,0.0010628470918163657,0.0013385885395109653,0.000714577850885689
11713000000,617,11711000000,base_link,-0.01717913098638386,-0.0031152304309334123,-0.0694417378681518,-0.002460458315908909,0.001693932805210352,0.00028173509053885915
11720000000,618,11720000000,base_link,-0.017222046109303016,-0.003063364934191853,-0.0695556288311141,0.0019615301862359047,0.0034124860540032387,0.001346211764030158
11728000000,619,11728000000,base_link,-0.0170303639396667,-0.003065552036505367,-0.06961186055332108,-0.003958218730986118,-0.0002751946449279787,-0.0014452276518568397
11736000000,620,11736000000,base_link,-0.017072657813680385,-0.003042204513776306,-0.06945402131043053,-0.004642903804779053,-0.0006106747314333917,-0.0012548970989882946
11744000000,621,11744000000,base_link,-0.01655793522159785,-0.003200857497288965,-0.06924688061797729,-0.0009135312866419554,0.0002611484378576278,-0.000538561784196645
11752000000,622,11752000000,base_link,-0.016370119191058324,-0.0032345379441923745,-0.0692080354376966,0.0012542845215648413,-0.00101982057094574,-0.002620806684717536
11760000000,623,11760000000,base_link,-0.016610930904736376,-0.003245782008302547,-0.06954574033158889,-0.0011627438943833113,0.0006028758361935617,0.00107268535066396
11768000000,624,11768000000,base_link,-0.016497460356855207,-0.0031588238009769174,-0.0698346162001802,-0.00012239685747772455,-0.000215525273233652,0.0009674052125774324
11776000000,625,11776000000,base_link,-0.016272896343980336,-0.0031107329517767865,-0.0699566088276032,0.00040780624840408564,-0.0017327335663139822,-0.001445632195100188
11784000000,626,11784000000,base_link,-0.01583577864823634,-0.0029186335571684307,-0.0703869295604326,0.0004445487866178155,-0.0023587390314787626,0.0016892768908292057
11792000000,627,11792000000,base_link,-0.01562846713629847,-0.0026196431616148787,-0.07035328178310227,0.0006796104134991765,-0.0003873510286211967,0.0006095424178056419
11805000000,628,11805000000,base_link,-0.015525497853063324,-0.002675367394540361,-0.0704529542729851,0.0019434276036918163,0.0033744252286851406,-0.0012630941346287732
11816000000,629,11816000000,base_link,-0.015137536158013234,-0.002489768136031717,-0.07073237263155699,-0.0004138634540140629,0.002567981835454702,-0.0018196643795818093
11824000000,630,11824000000,base_link,-0.01511970157903425,-0.002257854417068078,-0.07092936339875956,0.0007839050376787782,-0.0002859323285520072,0.0041330065578222275
11835000000,631,11835000000,base_link,-0.014899530904553695,-0.0019461985919438526,-0.07102630821022542,-0.0002975726965814829,-0.002375951036810875,-3.828172339123558e-07
11845000000,632,11844000000,base_link,-0.014965913259688608,-0.0019185360633141814,-0.07106736637894479,-0.0003251482266932726,-0.0003085280768573286,-0.0012612034333869815
11852000000,633,11852000000,base_link,-0.015070838016187452,-0.0019797512601865404,-0.07104834847160503,-0.001172591932117939,0.00036091450601816156,-0.0019411882385611534
11860000000,634,11860000000,base_link,-0.015071724974350652,-0.0018324165046420876,-0.07122019502891122,-0.0007999769877642393,0.0014392081648111341,-0.001735752681270242
11868000000,635,11868000000,base_link,-0.014865064829465632,-0.0019015464262631327,-0.07179291212773144,0.0005891852779313922,0.005072659347206354,0.003506126347929239
11875000000,636,11875000000,base_link,-0.01484166750670197,-0.002032670961464724,-0.07209855218862984,0.0009630895801819861,0.004139721859246492,0.0026187207549810405
11884000000,637,11884000000,base_link,-0.014699867941435385,-0.0018460517410717452,-0.07233702985267383,-0.0018325448036193848,0.001272652763873339,0.002612538170069456
11892000000,638,11892000000,base_link,-0.014477440876596968,-0.001703051093486174,-0.07278275884934336,0.0008036209619604051,0.0020415070466697216,0.0012170519912615416
11900000000,639,11900000000,base_link,-0.01439665170859852,-0.0017340025514447678,-0.0733091035954908,0.0007206053705886006,-0.00021319603547453883,-0.00014759611804038283
11908000000,640,11908000000,base_link,-0.014114688567239499,-0.0017923572633747225,-0.07367116933922763,0.00159141281619668,0.0007986477576196195,0.0006397822871804236
11916000000,641,11916000000,base_link,-0.014060122596227529,-0.0016412284363822533,-0.07416314985101058,-0.0009396125096827745,0.002051168587058783,0.0019792902749031778
11924000000,642,11924000000,base_link,-0.014097926755387985,-0.001741566009786621,-0.07432461593901772,-0.0006995629519224167,0.00199696933850646,0.0001802393671823663
11932000000,643,11932000000,base_link,-0.013998446872613061,-0.0015137837047696627,-0.07477695852734062,0.0020342485513538122,-0.001559439580887556,-3.433367965044435e-05
11943000000,644,11943000000,base_link,-0.014130632544720901,-0.0011590505578467985,-0.07513166510885866,0.0026852446608245373,-0.0006840871647000316,-0.0022846790961921215
11948000000,645,11948000000,base_link,-0.014093841821184831,-0.0012317751397606796,-0.07523964356272456,-0.0014678207226097584,0.002322171349078417,0.0015315333148464558
11956000000,646,11956000000,base_link,-0.014055520767450019,-0.0009983898843969172,-0.07554504800770202,0.0007202174747362733,0.001350367907434702,-0.00014802458463236706
11964000000,647,11964000000,base_link,-0.014109129132175055,-0.0010790576110009844,-0.0757987414060546,0.0003571154084056616,0.00021763751283288013,0.0008019045926630497
11975000000,648,11975000000,base_link,-0.014218484207321757,-0.0007360427186060346,-0.07604199509473188,-0.003172425553202629,-0.0022842097096145153,-5.23664311913305e-05
11983000000,649,11983000000,base_link,-0.014187572054428723,-0.00030449898091480516,-0.07634455004315548,-0.0014745062217116356,-0.0014899522066116335,-0.0015513786347582934
11991000000,650,11991000000,base_link,-0.014341877424948683,-0.00045300178350385877,-0.07635071546036282,0.0004670349298976362,-0.00046802731230854956,0.0026634999085217714
11999000000,651,11999000000,base_link,-0.014138034940570433,-0.0001565657959997763,-0.07643934725495909,0.001742072869092226,-0.0007214290089905262,-6.08646332693751e-05
12012000000,652,12011000000,base_link,-0.013587104102848933,0.0003172790618987992,-0.07658230884472539,0.0009126183576881886,0.0014104736037552357,0.00022737334074918164
12024000000,653,12024000000,base_link,-0.013370509785199481,0.0005328142686408892,-0.07648267568308899,0.003992553800344467,0.0009233918972313404,-0.00033550302032381307
12035000000,654,12035000000,base_link,-0.013519958336484117,0.0006298079055193184,-0.07643735541543947,0.0022737886756658554,-0.0010462366044521334,-0.001051480765454471
12043000000,655,12043000000,base_link,-0.013612194973852569,0.0007108116303781146,-0.07635600073615838,0.0030735714826732874,0.00027527054771780957,-0.0010516283800825477
12051000000,656,12051000000,base_link,-0.01377720394918438,0.0005771137295581764,-0.07614599260278418,0.0014857947826385498,0.00024655321612954134,-0.000650544126983732
12059000000,657,12059000000,base_link,-0.01368333196486213,0.0008028765939376247,-0.07653681009681335,0.0008170969085767865,-0.0015218388289213178,0.0019954275339841843
12072000000,658,12072000000,base_link,-0.013823805451285504,0.0008925023138999197,-0.07628740466301308,0.00023430073633790016,-0.005229157395660877,-0.0031750302296131845
12080000000,659,12080000000,base_link,-0.013581160230821721,0.0008077438807557122,-0.07664820486021998,-5.793105810880661e-05,0.0011041229590773582,-0.0002311909920535983
12091000000,660,12091000000,base_link,-0.013808880409192465,0.0008225129413029748,-0.07657509616057735,-0.00016189843881875277,0.0028273477219045162,0.00025026925140991774
12099000000,661,12099000000,base_link,-0.013961234327505134,0.0007148320564057507,-0.07663540694929652,0.0007548831636086106,0.001352026592940092,-0.0007782386965118351
12107000000,662,12107000000,base_link,-0.013953520070874817,0.0010008607995027853,-0.07682977777820162,-0.0006375795928761363,0.0028933840803802013,0.0008925787988118824
12116000000,663,12116000000,base_link,-0.013683155685700853,0.0010905605850930486,-0.07691843523034628,-0.0007825555512681603,0.001435485668480396,-0.00094439770327881
12124000000,664,12124000000,base_link,-0.013383481229586035,0.001221265395583526,-0.07677759767445766,-0.0008423005929216743,0.00036221090704202663,0.0007092939340509474
12132000000,665,12132000000,base_link,-0.013014194175645085,0.001263940489304955,-0.07700423063540772,-8.113088551908731e-05,0.0016240044496953485,-0.0010609538294374945
12140000000,666,12139000000,base_link,-0.012767802425503289,0.0012560370691126607,-0.07729478812795428,-0.0022296197712421417,-0.0002465159632265566,0.0012761105317622423
12148000000,667,12148000000,base_link,-0.012735226342104753,0.0011632959297979907,-0.07745474710932845,0.000161029864102602,-0.002246820833534002,0.002053792122751475
12156000000,668,12156000000,base_link,-0.012373081291662957,0.0011611505731753344,-0.07757709913666534,0.0014466209104284644,-0.0012983460910618307,-0.0010208105668425558
12164000000,669,12163000000,base_link,-0.012397520094462725,0.0011659282428941745,-0.07781976503335748,-0.0003951543476432562,-0.003346277866512537,0.0011319564655423169
12172000000,670,12171000000,base_link,-0.012262702587288642,0.0011792500020443276,-0.07806289227858156,-9.405601304024458e-05,-0.00302179460413754,0.0007262658909894529
