%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
30516000000,5684,30516000000,base_link,0.005889440255324696,-0.011864330941099278,0.029813289790605657,-0.9994677103358849,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.043550532311201e-05,0.0012123123742640016,-0.002625318244099617,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.22329644858837128,-0.14870451390743136,9.764808654785156,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
30521000000,5685,30521000000,base_link,0.005891249277088125,-0.011862956558711118,0.02981341623115119,-0.9994677524827333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0004127498250454664,-0.00030515203252434747,-0.001353846862912178,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.163166806101799,-0.18469762802123904,9.83035945892334,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
30525000000,5686,30525000000,base_link,0.005897256520089943,-0.011863168610042689,0.02981168821036223,-0.999467794629582,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0015818586107343435,-0.0006464300677180291,-0.0009297927608713507,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.18649214506149292,-0.1263626366853702,9.820754051208496,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
30530000000,5687,30530000000,base_link,0.005902347069136651,-0.011880027349447044,0.029810634539149505,-0.9994675838953393,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0027725824620574713,0.0035988232120871544,7.91350612416859e-05,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.25379982590675354,-0.1342267394065845,9.779597282409668,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
30535000000,5688,30535000000,base_link,0.005911537057745549,-0.011881604563543664,0.02981387984648487,-0.9994673731610968,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.002943760948255658,0.0020142728462815285,-0.0008552508079446854,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.19910506904125214,-0.1086745634675014,9.756169319152832,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
30541000000,5689,30541000000,base_link,0.005906161358926886,-0.011876754383242372,0.029812109678847343,-0.9994675417484908,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0003101085894741118,-0.0010841414332389834,-0.0009153418941423296,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.22903424501419067,-0.14466404914855838,9.802572250366211,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
30546000000,5690,30546000000,base_link,0.005905332251391336,-0.011879149509617905,0.029812489000483944,-0.9994674996016424,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0007480853237211704,-0.0004423484206199647,-0.0008524348959326744,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.18377737700939178,-0.12393933534622072,9.815723419189453,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
30550000000,5691,30550000000,base_link,0.005891507426535254,-0.011889294387763379,0.029810381658058438,-0.9994674996016424,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0035610427148640156,0.0017595929093658924,-0.0002773430314846339,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.17424611747264862,-0.12993668019771457,9.789931297302246,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
30555000000,5692,30555000000,base_link,0.005890344107661903,-0.011896824514939907,0.02981446990236397,-0.9994672888673998,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0028290182817727327,0.0034597478806972504,-0.001292260480113328,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.20298638939857483,-0.14542105793952823,9.754277229309082,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
30560000000,5693,30560000000,base_link,0.00588535036465787,-0.011909053027908638,0.02981067668599796,-0.9994672888673999,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0011669782688841224,0.00441344641149044,5.5980170145630294e-05,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.21175935864448547,-0.1103217825293529,9.733318328857422,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
