%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1758875274044058288,35524,1758875273965151232,base_link,0.0011995167600495685,0.006301828728757575,-0.019273332355546683,-0.9997937162091166,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0008377607446163893,-0.002195216948166489,0.002108292188495398,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.12336856126785278,-0.00888758338987707,9.810007095336914,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758875274044087632,35525,1758875273978151232,base_link,0.001212223376331095,0.006296860010444845,-0.019271857215848738,-0.9997937583559652,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0027943586464971304,0.0014994973316788676,0.0010475491872057317,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.11290645599365234,-0.013429309241472474,9.807747840881348,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758875274044123664,35526,1758875273984151232,base_link,0.0012039418498709584,0.006297294979092367,-0.019267726824694655,-0.9997938426496622,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0004665448796004057,0.00039629614911973466,-0.0008169632637873292,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.12454867362976074,0.013032967224718344,9.8360595703125,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758875274044139568,35527,1758875273993151232,base_link,0.0012016175170300332,0.0062961981732143225,-0.01927691483767012,-0.999793674062268,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.00035323435440659523,-0.001689620083197951,0.0021855970844626427,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.10820772498846054,-0.09639739245176196,9.794930458068848,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758875274044178288,35528,1758875273999151232,base_link,0.0012119500803602823,0.006299184672558024,-0.019282899690158634,-0.9997935054748741,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.002367195673286915,0.002140053315088153,-2.186466008424785e-05,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.13221928477287292,-0.03520239144563555,9.791714668273926,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758875274044537296,35529,1758875274010151232,base_link,0.001235586230568544,0.006300974925802975,-0.01927468105469898,-0.9997936319154196,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0052644009701907635,0.00034795003011822695,-0.0005395736079663038,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.1038711667060852,0.009925017133356345,9.836682319641113,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758875274044569840,35530,1758875274014151232,base_link,0.0012365969317521704,0.0062952220456173645,-0.01929626024113653,-0.9997932947406315,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0023067952133715153,9.667756967246549e-05,0.0012842391151934862,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.12379823625087738,0.004482736345381745,9.803922653198242,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758875274044609904,35531,1758875274023151232,base_link,0.0012442870852441387,0.006299414669227437,-0.019286945787615643,-0.9997934211811771,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0002506349701434374,0.0001786120701581238,-0.0012650740100070834,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.12355001270771027,-0.04273479804396509,9.798957824707031,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758875274044638064,35532,1758875274029151232,base_link,0.00123253684022433,0.006290906109548173,-0.019276029753851332,-0.9997936319154196,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0029665371403098106,0.002181981690227985,-0.0028355713002383713,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.14670050144195557,-0.0051222350448357976,9.803319931030273,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758875274046944080,35533,1758875274040151232,base_link,0.0012360719071431816,0.006292529421760351,-0.01928117166936968,-0.9997935476217227,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00105684669688344,-0.0008325001690536736,0.0011589732021093369,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.14670050144195557,-0.0051222350448357976,9.803319931030273,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
