%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1759137785897739568,27646,1759137785847748992,map,0.033096008002758026,-0.10585065186023712,1.2163680791854858,0.06810070923650859,0.04453582671490071,0.037314080126392424,-0.9959852848308237
1759137785898310640,27647,1759137785862748992,map,0.032936811447143555,-0.10577601194381714,1.2163331508636475,0.06843683825591707,0.04497591620451737,0.03763650351750081,-0.9959303253403655
1759137785898400784,27648,1759137785869748992,map,0.0327841117978096,-0.1057189553976059,1.2162750959396362,0.06911701463389801,0.045855352345545684,0.03800242245627234,-0.9958293414913334
1759137785898526000,27649,1759137785879748992,map,0.03264052793383598,-0.10567411035299301,1.2162009477615356,0.06970801486587497,0.04664057315799494,0.038325098728471764,-0.9957392315292172
1759137785898982160,27650,1759137785890748992,map,0.03249754011631012,-0.10564175248146057,1.216116189956665,0.07030129497893857,0.04741080681453153,0.038649039406126524,-0.9956487000986157
1759137785911976432,27651,1759137785900748992,map,0.032372549176216125,-0.1056336835026741,1.2160148620605469,0.07086424516614252,0.048167980216385804,0.03891983290780898,-0.9955618354438348
1759137785920001776,27652,1759137785911748992,map,0.03224002197384834,-0.10563827306032181,1.2159080505371094,0.0713103260936928,0.04884880065089555,0.03932022796866248,-0.9954810820820879
1759137785934232464,27653,1759137785921745408,map,0.032122548669576645,-0.10563662648200989,1.2158089876174927,0.07177296809852983,0.04952100468906285,0.03969225820046816,-0.9953998651050074
1759137785938107696,27654,1759137785932745408,map,0.032010845839977264,-0.10565933585166931,1.2156929969787598,0.0722547770412717,0.05022334306537092,0.0399888034265908,-0.9953179316315022
1759137785949320720,27655,1759137785943745408,map,0.03190472722053528,-0.10569493472576141,1.2155534029006958,0.07201186367987918,0.050726228725090784,0.04015338687002583,-0.995303390968766
1759137785966764944,27656,1759137785953745408,map,0.031800951808691025,-0.10574352741241455,1.2154194116592407,0.07279116220156814,0.051472150894026174,0.04068077038544268,-0.9951870235200274
1759137785969126064,27657,1759137785964745408,map,0.03171631693840027,-0.10580100864171982,1.2152726650238037,0.07300312133690746,0.05212557192573679,0.041105020562553336,-0.9951200100308951
1759137785985829616,27658,1759137785974745408,map,0.03163762018084526,-0.10585607588291168,1.2151159048080444,0.07305679929975313,0.05268488826434569,0.041348292172158185,-0.9950765987769289
1759137785993753616,27659,1759137785989745408,map,0.03156052902340889,-0.10592858493328094,1.2149633169174194,0.07316631590997517,0.05324132347073216,0.04160429213001339,-0.9950282141948383
1759137786000133488,27660,1759137785996745408,map,0.03149532899260521,-0.10601549595594406,1.2147964239120483,0.07323792867395124,0.053809847578651676,0.041860165647323,-0.9949816419272338
1759137786013228496,27661,1759137786010745408,map,0.03143451362848282,-0.10611755400896072,1.2146116495132446,0.07322250622011879,0.05433096899434209,0.04217592983636663,-0.9949410966589664
1759137786021176432,27662,1759137786017745408,map,0.031373731791973114,-0.10621549934148788,1.214440941810608,0.07320308837675642,0.05478823991017202,0.04249687808777706,-0.9949037966980342
1759137786033427984,27663,1759137786027745664,map,0.03133367747068405,-0.10632568597793579,1.2142677307128906,0.07320091057006851,0.05524673110897523,0.04271996135694524,-0.9948691098417097
1759137786044002864,27664,1759137786038745664,map,0.03130155801773071,-0.10644977539777756,1.2140834331512451,0.07306403670389586,0.05559045117092723,0.042958386078971386,-0.9948496801445462
1759137786060154128,27665,1759137786052745664,map,0.03128030151128769,-0.10658148676156998,1.2138975858688354,0.07305211112140081,0.05590203030962262,0.043279123596139286,-0.9948192501199213
1759137786070763312,27666,1759137786059745664,map,0.03127535060048103,-0.10673131048679352,1.213718056678772,0.07299594320177044,0.05618471646657477,0.043607995455069805,-0.9947930769269961
1759137786079354608,27667,1759137786070745664,map,0.03128591179847717,-0.1068803071975708,1.2135307788848877,0.0728916132880933,0.056235804373870546,0.043605677378401674,-0.9947979238145748
1759137786084055344,27668,1759137786080745664,map,0.03130239248275757,-0.10703200846910477,1.2133424282073975,0.07267179310696219,0.05653778983617364,0.04395903655631703,-0.9947813179562616
1759137786098267600,27669,1759137786095745664,map,0.03134157136082649,-0.10720761120319366,1.2131483554840088,0.07252075987532339,0.05663874207506936,0.044165176792383805,-0.994777482593047
1759137786113271728,27670,1759137786102745664,map,0.031397003680467606,-0.10739018023014069,1.2129472494125366,0.07231363643230619,0.05662329854781266,0.04439816457095203,-0.9947831302707475
1759137786134191120,27671,1759137786123742080,map,0.03154477849602699,-0.1077941507101059,1.2125701904296875,0.07212393215006964,0.056559784564195754,0.04454015730358526,-0.9947941305982089
1759137786142406832,27672,1759137786133742080,map,0.03163239359855652,-0.10802507400512695,1.2123794555664062,0.07154144360585836,0.05627118204338388,0.0448407486271649,-0.9948390591387215
1759137786156364016,27673,1759137786148742080,map,0.031732454895973206,-0.10826676338911057,1.212202548980713,0.07112940679519274,0.056108272620088134,0.04502143216673114,-0.9948696156038919
1759137786159360976,27674,1759137786154742080,map,0.03183944895863533,-0.10851721465587616,1.2120341062545776,0.0706502899823995,0.05590507410233851,0.04518816509944025,-0.9949076320612487
1759137786169061776,27675,1759137786165742080,map,0.03195984661579132,-0.10877376049757004,1.211866855621338,0.07011403323828212,0.055947032607120126,0.04517143280058138,-0.9949440047915136
1759137786183801328,27676,1759137786175742080,map,0.03208206966519356,-0.10905343294143677,1.2117228507995605,0.06949976597029361,0.055714664518933914,0.04518601561016616,-0.9949994700441539
1759137786192265520,27677,1759137786186742080,map,0.03221237659454346,-0.1093406155705452,1.2115780115127563,0.06861373055475081,0.05519569259251756,0.04535531950063443,-0.9950822043077808
1759137786210233200,27678,1759137786207742080,map,0.03249957039952278,-0.10994092375040054,1.2113056182861328,0.06775209157905074,0.05490814506000748,0.045448759063783054,-0.9951528845727335
1759137786221319408,27679,1759137786218742080,map,0.03264870494604111,-0.11025077849626541,1.2111830711364746,0.066037923932374,0.05417098877701784,0.045549532178572626,-0.9953038967309481
1759137786235269840,27680,1759137786228737984,map,0.03280499204993248,-0.11058921366930008,1.211069107055664,0.06572925095059234,0.053937537383116005,0.04573510475256612,-0.99532846834363
1759137786245592080,27681,1759137786239737984,map,0.032972972840070724,-0.11093652993440628,1.2109533548355103,0.06391377841443587,0.053036245137684505,0.045955869945066154,-0.9954849174453024
1759137786262153968,27682,1759137786249737984,map,0.033144932240247726,-0.11129648238420486,1.2108490467071533,0.06328615553455322,0.05287781875612685,0.04595355186839808,-0.9955335970553325
1759137786271119440,27683,1759137786264737984,map,0.03332282975316048,-0.1116655170917511,1.210762619972229,0.06220586068441215,0.05241982739260519,0.046011967400434166,-0.9956232012552666
1759137786282031184,27684,1759137786270737984,map,0.033507537096738815,-0.11205928027629852,1.2106825113296509,0.061115405480329656,0.051946623980221374,0.04612631180044422,-0.9957102344974417
1759137786292166224,27685,1759137786286737984,map,0.033695776015520096,-0.11245687305927277,1.2105923891067505,0.05998406421119681,0.05132979826681936,0.04624411224203214,-0.9958056128156217
1759137786303061040,27686,1759137786292737984,map,0.033897705376148224,-0.11285212635993958,1.2105034589767456,0.05888264325323965,0.05070201832407156,0.04627858836411409,-0.9959018762176207
1759137786313701328,27687,1759137786302737984,map,0.03409958630800247,-0.11325930804014206,1.2104110717773438,0.05777529967524995,0.050091087571832754,0.04629485704763926,-0.9959968752141642
1759137786334240816,27688,1759137786323734912,map,0.034532397985458374,-0.11409321427345276,1.2102290391921997,0.05658240523877271,0.049396804182674066,0.04635200817422003,-0.9960973533010142
1759137786339362928,27689,1759137786334734912,map,0.034762341529130936,-0.11452270299196243,1.2101601362228394,0.05410441453707235,0.04782042610830834,0.04658815696642658,-0.9963009647261704
1759137786350934480,27690,1759137786345734912,map,0.0349973700940609,-0.11494474858045578,1.210083246231079,0.052778804284445875,0.04693094551717202,0.046620146424446375,-0.9964128646089668
1759137786361343280,27691,1759137786355734912,map,0.035243235528469086,-0.11538814008235931,1.210010290145874,0.05195729750497064,0.046696705351585745,0.04660830316001477,-0.9964676133651824
1759137786370283696,27692,1759137786366734912,map,0.03550936281681061,-0.11582798510789871,1.2099212408065796,0.050563343997214086,0.045864978619891125,0.04682097615760074,-0.9965679228646384
1759137786380174928,27693,1759137786376734912,map,0.03578472509980202,-0.1162744089961052,1.2098244428634644,0.048723266756514234,0.04416672256098014,0.04704532383222427,-0.9967257628123116
1759137786394298480,27694,1759137786387734912,map,0.03606848046183586,-0.11670968681573868,1.2097312211990356,0.0472797151337751,0.0431769574950792,0.04716965703533142,-0.9968327315138323
1759137786401112528,27695,1759137786397734912,map,0.03635912016034126,-0.11715544760227203,1.2096447944641113,0.04650904156950717,0.042871126791393994,0.04708228661836834,-0.9968863001582896
1759137786414127440,27696,1759137786408734912,map,0.0366537868976593,-0.11760713160037994,1.2095640897750854,0.04427279794687572,0.04115729928295563,0.047415204574755856,-0.997044561574448
1759137786423470960,27697,1759137786419734912,map,0.036975182592868805,-0.11804615706205368,1.2094979286193848,0.042781440108760206,0.0401236657685638,0.04750784334778282,-0.9971473998848146
1759137786434009712,27698,1759137786429734144,map,0.03728942945599556,-0.1184908077120781,1.2094237804412842,0.04134351970010883,0.039038739045625825,0.04762088119548904,-0.997245686335542
1759137786449418256,27699,1759137786440734144,map,0.03762286528944969,-0.11892180889844894,1.2093284130096436,0.03927120105872249,0.036891478533139434,0.0477673414940644,-0.9974042006327916
1759137786459418576,27700,1759137786451734144,map,0.03794476389884949,-0.11936327815055847,1.2092316150665283,0.038496056306517625,0.03659231592186981,0.04781635827888256,-0.997443102173967
1759137786467079920,27701,1759137786461734144,map,0.03827531263232231,-0.1197989284992218,1.209144115447998,0.037069848441212964,0.03534855781250177,0.04795986829806213,-0.9975351087442663
1759137786475648976,27702,1759137786472734144,map,0.03861285001039505,-0.12024212628602982,1.2090537548065186,0.035648214826060766,0.03408101175841638,0.04803809284889835,-0.9976272417551112
1759137786491247920,27703,1759137786482734144,map,0.03894931450486183,-0.12066411972045898,1.208954095840454,0.035648214826060766,0.03408101175841638,0.04803809284889835,-0.9976272417551112
1759137786498223856,27704,1759137786493734144,map,0.039288271218538284,-0.12108379602432251,1.2088632583618164,0.032845533940737526,0.031274215793098886,0.048159222891518694,-0.9978095690217693
1759137786514342704,27705,1759137786503734144,map,0.039610523730516434,-0.12151538580656052,1.2087777853012085,0.031424819900672654,0.03001436919444663,0.048252620307818836,-0.9978894794465459
1759137786522241680,27706,1759137786514734144,map,0.039931945502758026,-0.12193213403224945,1.2086888551712036,0.029958386531618187,0.02881732193514303,0.048316514930161356,-0.997966776766715
1759137786533341424,27707,1759137786525732864,map,0.040248703211545944,-0.12234673649072647,1.208598017692566,0.028499559475108006,0.02759844907027877,0.04833792552920489,-0.9980428939751256
1759137786539197648,27708,1759137786535732864,map,0.04056655988097191,-0.12276498228311539,1.208523154258728,0.02706607876773429,0.0263597616301451,0.04833219355780738,-0.9981165666663226
