%time,field.header.seq,field.header.stamp,field.header.frame_id,field.x,field.y,field.z,field.r,field.buttons
30445000000,789,30445000000,,0.0,0.0,0.5,0.0,0
30495000000,790,30495000000,,0.0,0.0,0.5,0.0,0
30513000000,791,30513000000,,0.0,0.0,0.5,0.0,0
30578000000,792,30577000000,,0.0,0.0,0.5,0.0,0
30594000000,793,30594000000,,0.0,0.0,0.5,0.0,0
30629000000,794,30628000000,,0.0,0.0,0.5,0.0,0
30679000000,795,30679000000,,0.0,0.0,0.5,0.0,0
30710000000,796,30710000000,,0.0,0.0,0.5,0.0,0
30777000000,797,30777000000,,0.0,0.0,0.5,0.0,0
30795000000,798,30794000000,,0.0,0.0,0.5,0.0,0
30845000000,799,30845000000,,0.0,0.0,0.5,0.0,0
30878000000,800,30878000000,,0.0,0.0,0.5,0.0,0
30911000000,801,30910000000,,0.0,0.0,0.5,0.0,0
30964000000,802,30964000000,,0.0,0.0,0.5,0.0,0
30995000000,803,30995000000,,0.0,0.0,0.5,0.0,0
31045000000,804,31045000000,,0.0,0.0,0.5,0.0,0
31095000000,805,31095000000,,0.0,0.0,0.5,0.0,0
31128000000,806,31128000000,,0.0,0.0,0.5,0.0,0
31179000000,807,31179000000,,0.0,0.0,0.5,0.0,0
31194000000,808,31194000000,,0.0,0.0,0.5,0.0,0
31244000000,809,31244000000,,0.0,0.0,0.5,0.0,0
31277000000,810,31277000000,,0.0,0.0,0.5,0.0,0
31312000000,811,31312000000,,0.0,0.0,0.5,0.0,0
31379000000,812,31379000000,,0.0,0.0,0.5,0.0,0
31412000000,813,31412000000,,0.0,0.0,0.5,0.0,0
31445000000,814,31444000000,,0.0,0.0,0.5,0.0,0
31495000000,815,31495000000,,0.0,0.0,0.5,0.0,0
31512000000,816,31512000000,,0.0,0.0,0.5,0.0,0
31548000000,817,31548000000,,0.0,0.0,0.5,0.0,0
31611000000,818,31611000000,,0.0,0.0,0.5,0.0,0
31628000000,819,31628000000,,0.0,0.0,0.5,0.0,0
31678000000,820,31678000000,,0.0,0.0,0.5,0.0,0
31711000000,821,31711000000,,0.0,0.0,0.5,0.0,0
31749000000,822,31749000000,,0.0,0.0,0.5,0.0,0
31810000000,823,31810000000,,0.0,0.0,0.5,0.0,0
31845000000,824,31845000000,,0.0,0.0,0.5,0.0,0
31895000000,825,31895000000,,0.0,0.0,0.5,0.0,0
31928000000,826,31928000000,,0.0,0.0,0.5,0.0,0
31961000000,827,31961000000,,0.0,0.0,0.5,0.0,0
31996000000,828,31996000000,,0.0,0.0,0.5,0.0,0
32029000000,829,32029000000,,0.0,0.0,0.5,0.0,0
32095000000,830,32095000000,,0.0,0.0,0.5,0.0,0
32128000000,831,32128000000,,0.0,0.0,0.5,0.0,0
32178000000,832,32177000000,,0.0,0.0,0.5,0.0,0
32195000000,833,32195000000,,0.0,0.0,0.5,0.0,0
32245000000,834,32245000000,,0.0,0.0,0.5,0.0,0
32278000000,835,32278000000,,0.0,0.0,0.5,0.0,0
32310000000,836,32310000000,,0.0,0.0,0.5,0.0,0
32378000000,837,32378000000,,0.0,0.0,0.5,0.0,0
32394000000,838,32394000000,,0.0,0.0,0.5,0.0,0
32445000000,839,32445000000,,0.0,0.0,0.5,0.0,0
32495000000,840,32495000000,,0.0,0.0,0.5,0.0,0
32577000000,841,32577000000,,0.0,0.0,0.5,0.0,0
32594000000,842,32594000000,,0.0,0.0,0.5,0.0,0
32628000000,843,32627000000,,0.0,0.0,0.5,0.0,0
32678000000,844,32678000000,,0.0,0.0,0.5,0.0,0
32713000000,845,32712000000,,0.0,0.0,0.5,0.0,0
32749000000,846,32749000000,,0.0,0.0,0.5,0.0,0
32812000000,847,32812000000,,0.0,0.0,0.5,0.0,0
32829000000,848,32829000000,,0.0,0.0,0.5,0.0,0
32878000000,849,32877000000,,0.0,0.0,0.5,0.0,0
32929000000,850,32929000000,,0.0,0.0,0.5,0.0,0
32961000000,851,32961000000,,0.0,0.0,0.5,0.0,0
32996000000,852,32996000000,,0.0,0.0,0.5,0.0,0
33029000000,853,33029000000,,0.0,0.0,0.5,0.0,0
33094000000,854,33094000000,,0.0,0.0,0.5,0.0,0
33127000000,855,33127000000,,0.0,0.0,0.5,0.0,0
33162000000,856,33162000000,,0.0,0.0,0.5,0.0,0
33194000000,857,33194000000,,0.0,0.0,0.5,0.0,0
33227000000,858,33227000000,,0.0,0.0,0.5,0.0,0
33295000000,859,33295000000,,0.0,0.0,0.5,0.0,0
33310000000,860,33310000000,,0.0,0.0,0.5,0.0,0
33347000000,861,33347000000,,0.0,0.0,0.5,0.0,0
33394000000,862,33394000000,,0.0,0.0,0.5,0.0,0
33428000000,863,33428000000,,0.0,0.0,0.5,0.0,0
33494000000,864,33494000000,,0.0,0.0,0.5,0.0,0
33559000000,865,33559000000,,0.0,0.0,0.5,0.0,0
33608000000,866,33608000000,,0.0,0.0,0.5,0.0,0
33625000000,867,33625000000,,0.0,0.0,0.5,0.0,0
33675000000,868,33675000000,,0.0,0.0,0.5,0.0,0
33708000000,869,33708000000,,0.0,0.0,0.5,0.0,0
33759000000,870,33759000000,,0.0,0.0,0.5,0.0,0
33792000000,871,33792000000,,0.0,0.0,0.5,0.0,0
33826000000,872,33826000000,,0.0,0.0,0.5,0.0,0
33894000000,873,33894000000,,0.0,0.0,0.5,0.0,0
33926000000,874,33926000000,,0.0,0.0,0.5,0.0,0
33945000000,875,33944000000,,0.0,0.0,0.5,0.0,0
34009000000,876,34009000000,,0.0,0.0,0.5,0.0,0
34042000000,877,34042000000,,0.0,0.0,0.5,0.0,0
34092000000,878,34092000000,,0.0,0.0,0.5,0.0,0
34125000000,879,34125000000,,0.0,0.0,0.5,0.0,0
34158000000,880,34158000000,,0.0,0.0,0.5,0.0,0
34191000000,881,34191000000,,0.0,0.0,0.5,0.0,0
34227000000,882,34227000000,,0.0,0.0,0.5,0.0,0
34293000000,883,34293000000,,0.0,0.0,0.5,0.0,0
34328000000,884,34327000000,,0.0,0.0,0.5,0.0,0
34359000000,885,34359000000,,0.0,0.0,0.5,0.0,0
34409000000,886,34409000000,,0.0,0.0,0.5,0.0,0
34425000000,887,34425000000,,0.0,0.0,0.5,0.0,0
34463000000,888,34463000000,,0.0,0.0,0.5,0.0,0
34508000000,889,34508000000,,0.0,0.0,0.5,0.0,0
34558000000,890,34558000000,,0.0,0.0,0.5,0.0,0
34610000000,891,34610000000,,0.0,0.0,0.5,0.0,0
34626000000,892,34626000000,,0.0,0.0,0.5,0.0,0
34676000000,893,34676000000,,0.0,0.0,0.5,0.0,0
34725000000,894,34725000000,,0.0,0.0,0.5,0.0,0
34760000000,895,34760000000,,0.0,0.0,0.5,0.0,0
34810000000,896,34809000000,,0.0,0.0,0.5,0.0,0
34841000000,897,34841000000,,0.0,0.0,0.5,0.0,0
34891000000,898,34891000000,,0.0,0.0,0.5,0.0,0
34926000000,899,34926000000,,0.0,0.0,0.5,0.0,0
34975000000,900,34975000000,,0.0,0.0,0.5,0.0,0
34992000000,901,34992000000,,0.0,0.0,0.5,0.0,0
35025000000,902,35025000000,,0.0,0.0,0.5,0.0,0
35091000000,903,35091000000,,0.0,0.0,0.5,0.0,0
35126000000,904,35126000000,,0.0,0.0,0.5,0.0,0
35157000000,905,35157000000,,0.0,0.0,0.5,0.0,0
35194000000,906,35194000000,,0.0,0.0,0.5,0.0,0
35225000000,907,35225000000,,0.0,0.0,0.5,0.0,0
35276000000,908,35275000000,,0.0,0.0,0.5,0.0,0
35309000000,909,35308000000,,0.0,0.0,0.5,0.0,0
35359000000,910,35359000000,,0.0,0.0,0.5,0.0,0
35392000000,911,35392000000,,0.0,0.0,0.5,0.0,0
35425000000,912,35425000000,,0.0,0.0,0.5,0.0,0
35475000000,913,35475000000,,0.0,0.0,0.5,0.0,0
35558000000,914,35558000000,,0.0,0.0,0.5,0.0,0
35593000000,915,35593000000,,0.0,0.0,0.5,0.0,0
35626000000,916,35626000000,,0.0,0.0,0.5,0.0,0
35675000000,917,35675000000,,0.0,0.0,0.5,0.0,0
35708000000,918,35707000000,,0.0,0.0,0.5,0.0,0
35758000000,919,35758000000,,0.0,0.0,0.5,0.0,0
35792000000,920,35792000000,,0.0,0.0,0.5,0.0,0
35825000000,921,35825000000,,0.0,0.0,0.5,0.0,0
35875000000,922,35875000000,,0.0,0.0,0.5,0.0,0
35908000000,923,35908000000,,0.0,0.0,0.5,0.0,0
35941000000,924,35941000000,,0.0,0.0,0.5,0.0,0
35992000000,925,35992000000,,0.0,0.0,0.5,0.0,0
36024000000,926,36024000000,,0.0,0.0,0.5,0.0,0
36075000000,927,36075000000,,0.0,0.0,0.5,0.0,0
36108000000,928,36108000000,,0.0,0.0,0.5,0.0,0
36141000000,929,36141000000,,0.0,0.0,0.5,0.0,0
36192000000,930,36192000000,,0.0,0.0,0.5,0.0,0
36225000000,931,36225000000,,0.0,0.0,0.5,0.0,0
36275000000,932,36275000000,,0.0,0.0,0.5,0.0,0
36308000000,933,36308000000,,0.0,0.0,0.5,0.0,0
36341000000,934,36341000000,,0.0,0.0,0.5,0.0,0
36392000000,935,36392000000,,0.0,0.0,0.5,0.0,0
36425000000,936,36425000000,,0.0,0.0,0.5,0.0,0
36474000000,937,36474000000,,0.0,0.0,0.5,0.0,0
36508000000,938,36508000000,,0.0,0.0,0.5,0.0,0
36544000000,939,36544000000,,0.0,0.0,0.5,0.0,0
36593000000,940,36593000000,,0.0,0.0,0.5,0.0,0
36625000000,941,36625000000,,0.0,0.0,0.5,0.0,0
36675000000,942,36675000000,,0.0,0.0,0.5,0.0,0
36710000000,943,36710000000,,0.0,0.0,0.5,0.0,0
36741000000,944,36741000000,,0.0,0.0,0.5,0.0,0
36792000000,945,36792000000,,0.0,0.0,0.5,0.0,0
36825000000,946,36825000000,,0.0,0.0,0.5,0.0,0
36875000000,947,36875000000,,0.0,0.0,0.5,0.0,0
36908000000,948,36908000000,,0.0,0.0,0.5,0.0,0
36941000000,949,36941000000,,0.0,0.0,0.5,0.0,0
36992000000,950,36992000000,,0.0,0.0,0.5,0.0,0
37025000000,951,37025000000,,0.0,0.0,0.5,0.0,0
37075000000,952,37075000000,,0.0,0.0,0.5,0.0,0
37110000000,953,37110000000,,0.0,0.0,0.5,0.0,0
37143000000,954,37143000000,,0.0,0.0,0.5,0.0,0
37192000000,955,37192000000,,0.0,0.0,0.5,0.0,0
37225000000,956,37224000000,,0.0,0.0,0.5,0.0,0
37274000000,957,37274000000,,0.0,0.0,0.5,0.0,0
37309000000,958,37309000000,,0.0,0.0,0.5,0.0,0
37342000000,959,37342000000,,0.0,0.0,0.5,0.0,0
37392000000,960,37392000000,,0.0,0.0,0.5,0.0,0
37425000000,961,37425000000,,0.0,0.0,0.5,0.0,0
37475000000,962,37474000000,,0.0,0.0,0.5,0.0,0
37509000000,963,37509000000,,0.0,0.0,0.5,0.0,0
37540000000,964,37540000000,,0.0,0.0,0.5,0.0,0
37591000000,965,37590000000,,0.0,0.0,0.5,0.0,0
37625000000,966,37625000000,,0.0,0.0,0.5,0.0,0
37675000000,967,37675000000,,0.0,0.0,0.5,0.0,0
37709000000,968,37709000000,,0.0,0.0,0.5,0.0,0
37742000000,969,37742000000,,0.0,0.0,0.5,0.0,0
37792000000,970,37792000000,,0.0,0.0,0.5,0.0,0
37825000000,971,37825000000,,0.0,0.0,0.5,0.0,0
37875000000,972,37875000000,,0.0,0.0,0.5,0.0,0
37908000000,973,37908000000,,0.0,0.0,0.5,0.0,0
37942000000,974,37942000000,,0.0,0.0,0.5,0.0,0
37992000000,975,37992000000,,0.0,0.0,0.5,0.0,0
38026000000,976,38026000000,,0.0,0.0,0.5,0.0,0
38074000000,977,38074000000,,0.0,0.0,0.5,0.0,0
38109000000,978,38109000000,,0.0,0.0,0.5,0.0,0
38142000000,979,38142000000,,0.0,0.0,0.5,0.0,0
38194000000,980,38194000000,,0.0,0.0,0.5,0.0,0
38225000000,981,38225000000,,0.0,0.0,0.5,0.0,0
38276000000,982,38276000000,,0.0,0.0,0.5,0.0,0
38308000000,983,38308000000,,0.0,0.0,0.5,0.0,0
38343000000,984,38342000000,,0.0,0.0,0.5,0.0,0
38391000000,985,38391000000,,0.0,0.0,0.5,0.0,0
38426000000,986,38426000000,,0.0,0.0,0.5,0.0,0
38474000000,987,38474000000,,0.0,0.0,0.5,0.0,0
38508000000,988,38508000000,,0.0,0.0,0.5,0.0,0
38541000000,989,38541000000,,0.0,0.0,0.5,0.0,0
38591000000,990,38591000000,,0.0,0.0,0.5,0.0,0
38624000000,991,38623000000,,0.0,0.0,0.5,0.0,0
38673000000,992,38673000000,,0.0,0.0,0.5,0.0,0
38708000000,993,38708000000,,0.0,0.0,0.5,0.0,0
38741000000,994,38741000000,,0.0,0.0,0.5,0.0,0
38791000000,995,38791000000,,0.0,0.0,0.5,0.0,0
38824000000,996,38824000000,,0.0,0.0,0.5,0.0,0
38874000000,997,38874000000,,0.0,0.0,0.5,0.0,0
38909000000,998,38909000000,,0.0,0.0,0.5,0.0,0
38941000000,999,38940000000,,0.0,0.0,0.5,0.0,0
38991000000,1000,38990000000,,0.0,0.0,0.5,0.0,0
39025000000,1001,39025000000,,0.0,0.0,0.5,0.0,0
39074000000,1002,39074000000,,0.0,0.0,0.5,0.0,0
39109000000,1003,39108000000,,0.0,0.0,0.5,0.0,0
39140000000,1004,39140000000,,0.0,0.0,0.5,0.0,0
39190000000,1005,39190000000,,0.0,0.0,0.5,0.0,0
39223000000,1006,39223000000,,0.0,0.0,0.5,0.0,0
39275000000,1007,39275000000,,0.0,0.0,0.5,0.0,0
39309000000,1008,39309000000,,0.0,0.0,0.5,0.0,0
39342000000,1009,39342000000,,0.0,0.0,0.5,0.0,0
39391000000,1010,39391000000,,0.0,0.0,0.5,0.0,0
39424000000,1011,39424000000,,0.0,0.0,0.5,0.0,0
39474000000,1012,39474000000,,0.0,0.0,0.5,0.0,0
39507000000,1013,39507000000,,0.0,0.0,0.5,0.0,0
39540000000,1014,39540000000,,0.0,0.0,0.5,0.0,0
39592000000,1015,39592000000,,0.0,0.0,0.5,0.0,0
39625000000,1016,39625000000,,0.0,0.0,0.5,0.0,0
39674000000,1017,39674000000,,0.0,0.0,0.5,0.0,0
39709000000,1018,39709000000,,0.0,0.0,0.5,0.0,0
39740000000,1019,39740000000,,0.0,0.0,0.5,0.0,0
39792000000,1020,39792000000,,0.0,0.0,0.5,0.0,0
39824000000,1021,39824000000,,0.0,0.0,0.5,0.0,0
39874000000,1022,39874000000,,0.0,0.0,0.5,0.0,0
39907000000,1023,39907000000,,0.0,0.0,0.5,0.0,0
39941000000,1024,39941000000,,0.0,0.0,0.5,0.0,0
39991000000,1025,39991000000,,0.0,0.0,0.5,0.0,0
40024000000,1026,40024000000,,0.0,0.0,0.5,0.0,0
40056000000,1027,40056000000,,0.0,0.0,0.5,0.0,0
40107000000,1028,40107000000,,0.0,0.0,0.5,0.0,0
40140000000,1029,40140000000,,0.0,0.0,0.5,0.0,0
40190000000,1030,40190000000,,0.0,0.0,0.5,0.0,0
40225000000,1031,40224000000,,0.0,0.0,0.5,0.0,0
