%time,field.header.seq,field.header.stamp,field.header.frame_id,field.connected,field.armed,field.guided,field.manual_input,field.mode,field.system_status
13082000000,13,12114000000,,1,0,0,0,OFFBOARD,3
13114000000,14,13114000000,,1,0,0,0,OFFBOARD,3
14112000000,15,14112000000,,1,1,0,0,OFFBOARD,4
15111000000,16,15111000000,,1,1,0,0,OFFBOARD,4
