%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
31015000000,2884,31015000000,map,0.004338206723332405,-0.027991393581032753,-0.017225394025444984,0.0060395936715008204,-0.012115214008127421,0.029676523267187782,-0.9994679210701274
31028000000,2885,31028000000,map,0.004354076460003853,-0.028394313529133797,-0.017183268442749977,0.0060335732576088435,-0.01213394301393445,0.029671507792215,-0.9994678789232789
31040000000,2886,31040000000,map,0.004377869889140129,-0.028815411031246185,-0.017104683443903923,0.006053768512762895,-0.012153506724905347,0.029661898310754498,-0.9994677946295818
31048000000,2887,31048000000,map,0.00435144267976284,-0.028947224840521812,-0.016943253576755524,0.00604014717815978,-0.012155465236272088,0.029658990178207334,-0.9994679210701274
31056000000,2888,31056000000,map,0.004329568240791559,-0.029095882549881935,-0.016795383766293526,0.0060262410230569625,-0.012162826776054573,0.029653637528446408,-0.999468047510673
31063000000,2889,31063000000,map,0.004312267992645502,-0.029261572286486626,-0.016661448404192924,0.006027168253724202,-0.012163768494700987,0.02965709357002433,-0.999467963216976
31071000000,2890,31071000000,map,0.004298267886042595,-0.029440706595778465,-0.016539456322789192,0.00602632828020427,-0.012163362502011816,0.029657978653843065,-0.9994679210701274
31079000000,2891,31079000000,map,0.004288511350750923,-0.02963520772755146,-0.01636464335024357,0.006021887714586944,-0.012170766517915066,0.029663710625240536,-0.9994677524827333
31087000000,2892,31087000000,map,0.004283330403268337,-0.02984084002673626,-0.016200602054595947,0.006032387877494473,-0.012168777384228705,0.02967403660312562,-0.9994673731610968
31095000000,2893,31095000000,map,0.004283964168280363,-0.03006674349308014,-0.01605229638516903,0.006030572270285966,-0.012164380282548905,0.029671044176881378,-0.9994674996016424
31104000000,2894,31104000000,map,0.004289454314857721,-0.030304785817861557,-0.0159143079072237,0.006029947640820143,-0.012163373038723944,0.02966139254857242,-0.9994678789232789
31112000000,2895,31112000000,map,0.004298615735024214,-0.030555177479982376,-0.01578616164624691,0.006026576222211525,-0.012157796154558092,0.029664427121665116,-0.9994678789232789
31120000000,2896,31120000000,map,0.004311887081712484,-0.030815929174423218,-0.015639642253518105,0.006049752049808709,-0.012163878142361568,0.02964031912431697,-0.9994683003917639
31128000000,2897,31128000000,map,0.004330370109528303,-0.03109094128012657,-0.015506123192608356,0.006054854452656557,-0.012165046400318728,0.029635050768253124,-0.9994684268323095
31136000000,2898,31135000000,map,0.0043510328978300095,-0.03138049691915512,-0.015383629128336906,0.006047471180905309,-0.012179834346517733,0.029630667496008012,-0.9994684268323095
31143000000,2899,31143000000,map,0.004373976495116949,-0.03168589249253273,-0.015273479744791985,0.006038117543986177,-0.012185506719637243,0.02962544128679262,-0.9994685954197036
31151000000,2900,31151000000,map,0.0043692379258573055,-0.03108411282300949,-0.0150032052770257,0.006050327946980939,-0.012187775076194991,0.02963559867728377,-0.999468216098067
31159000000,2901,31159000000,map,0.004371240269392729,-0.030525268986821175,-0.014750554226338863,0.006057789914800891,-0.012197872539135889,0.02963273269158495,-0.9994681318043699
31167000000,2902,31167000000,map,0.004383120685815811,-0.03002750501036644,-0.014485931023955345,0.006060515301247178,-0.01221442143334924,0.029636736642193462,-0.9994677524827333
31175000000,2903,31175000000,map,0.0043931077234447,-0.02953704446554184,-0.014229058288037777,0.006071472494043249,-0.01221928379672393,0.029624134734488716,-0.999467963216976
31183000000,2904,31183000000,map,0.004406721331179142,-0.029083264991641045,-0.013988780789077282,0.006080460638760449,-0.012209232761170844,0.029611954295269083,-0.9994684268323095
31191000000,2905,31191000000,map,0.004425051622092724,-0.028667105361819267,-0.013767716474831104,0.006089777726459389,-0.012208929830697173,0.029615536777392593,-0.999468300391764
31199000000,2906,31198000000,map,0.004450114909559488,-0.028295550495386124,-0.01356565859168768,0.0061168761744183715,-0.012207697693922737,0.029618739937879335,-0.999468047510673
31206000000,2907,31206000000,map,0.004477623384445906,-0.02793841063976288,-0.013374646194279194,0.006125900539083512,-0.012207927196683769,0.02961768626666661,-0.9994680053638245
31214000000,2908,31214000000,map,0.004510076250880957,-0.02761220932006836,-0.013199297711253166,0.00613715210127465,-0.012223720740346463,0.029614314518785767,-0.9994678367764305
31222000000,2909,31222000000,map,0.004548570141196251,-0.027315132319927216,-0.013014361262321472,0.006139159674207236,-0.012221008524790336,0.02960854040053973,-0.999468047510673
31230000000,2910,31230000000,map,0.004592725075781345,-0.02704680524766445,-0.012845824472606182,0.006148709886662001,-0.012213991074513274,0.02959981600289796,-0.9994683425386126
31238000000,2911,31238000000,map,0.004641890991479158,-0.026805570349097252,-0.01269291527569294,0.006153874851238109,-0.012209927196354511,0.02959012222774049,-0.9994685954197036
31247000000,2912,31247000000,map,0.004693030845373869,-0.02658996731042862,-0.012554481625556946,0.006164701322949345,-0.01218815308074257,0.029592103129620462,-0.9994687218602492
31255000000,2913,31255000000,map,0.004745998419821262,-0.02639923244714737,-0.012428090907633305,0.006185573232585349,-0.012180481037224572,0.02958084992106802,-0.9994690168881888
31263000000,2914,31263000000,map,0.004802157636731863,-0.0262324009090662,-0.012313749641180038,0.006188291704314302,-0.012172224206183486,0.029566941461059426,-0.9994695226503709
31271000000,2915,31271000000,map,0.004862880799919367,-0.026094691827893257,-0.012212452478706837,0.006192125421167523,-0.012167597601742653,0.029558048476023724,-0.9994698176783104
