%time,field.header.seq,field.header.stamp,field.header.frame_id,field.connected,field.armed,field.guided,field.manual_input,field.mode,field.system_status
13984000000,14,13019000000,,1,0,0,0,OFFBOARD,3
14019000000,15,14019000000,,1,0,0,0,OFFBOARD,3
15015000000,16,15015000000,,1,0,0,0,OFFBOARD,3
16014000000,17,16014000000,,1,1,0,0,OFFBOARD,4
17011000000,18,17011000000,,1,1,0,0,OFFBOARD,4
18010000000,19,18010000000,,1,1,0,0,OFFBOARD,4
19009000000,20,19009000000,,1,1,0,0,OFFBOARD,4
20009000000,21,20009000000,,1,1,0,0,OFFBOARD,4
21007000000,22,21007000000,,1,1,0,0,OFFBOARD,4
