%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1759808518124964032,2075,1759808518077862240,map,0.024219108745455742,-0.06337601691484451,1.0306605100631714,-0.0003104089051046442,-0.012010895618979148,0.0229637525580092,-0.9996641146499456
1759808518125078304,2076,1759808518086756032,map,0.024219291284680367,-0.06339005380868912,1.0306620597839355,-0.00031721430405013773,-0.012008071780128918,0.022962825327341955,-0.9996641989436427
1759808518125242816,2077,1759808518093247488,map,0.024210786446928978,-0.06338877230882645,1.0306613445281982,-0.0003241770951330387,-0.01200740862580938,0.022978546101836528,-0.999663819622006
1759808518125276416,2078,1759808518099198688,map,0.02421066351234913,-0.0634014904499054,1.0306670665740967,-0.00034657287676051495,-0.012014912081933336,0.02297277198359051,-0.9996638617688546
1759808518125343968,2079,1759808518107848288,map,0.02420850470662117,-0.06341538578271866,1.0306739807128906,-0.000355195200003533,-0.012015173524103005,0.022956081831580242,-0.9996642832373397
1759808518125396832,2080,1759808518113747712,map,0.024198532104492188,-0.06341569125652313,1.0306757688522339,-0.00036097326951657296,-0.01202974447988663,0.02297989480098888,-0.9996635667409149
1759808518128329888,2081,1759808518122811712,map,0.024197233840823174,-0.06343121826648712,1.0306838750839233,-0.0003735679332317431,-0.01204061902534695,0.022960802278613426,-0.9996638617688546
1759808518133916544,2082,1759808518132150496,map,0.024195725098252296,-0.06344623863697052,1.0306909084320068,-0.0003837200553668048,-0.012035109641993166,0.022948200370908674,-0.9996641567967941
1759808518138698592,2083,1759808518137878848,map,0.024186301976442337,-0.06344619393348694,1.0306919813156128,-0.0003776067866992007,-0.012030098776831925,0.022956756181156418,-0.9996640303562486
1759808518144213280,2084,1759808518143968576,map,0.0241844542324543,-0.06345924735069275,1.030699372291565,-0.0003774691508970326,-0.012039553500333032,0.022971591871832203,-0.9996636088877635
1759808518153368512,2085,1759808518152842368,map,0.024181582033634186,-0.0634727030992508,1.030707597732544,-0.0003790424137266035,-0.01204835889894927,0.02294478647617928,-0.9996641146499456
1759808518160280192,2086,1759808518159746400,map,0.024172017350792885,-0.06347355246543884,1.0307098627090454,-0.0003694803474706944,-0.012051111614992636,0.022953679461215112,-0.9996639039157031
