%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1759740080340920728,200355,1759740080184739456,base_link,-0.028408293643902988,-0.017178601715874348,0.029928224246494852,-0.9990005968138386,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.002502485178411007,-0.0014802226796746256,-0.0013445139629766343,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.3828957676887512,0.459284305572511,9.759830474853516,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1759740080340958104,200356,1759740080195739456,base_link,-0.028389682517562888,-0.01718225071099308,0.029917013184790963,-0.9990014397508088,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0028750780038535595,0.0007843054481782021,0.0015465545002371073,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.2968578338623047,0.6286476254463208,9.800797462463379,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1759740080340987928,200357,1759740080211739456,base_link,-0.0283946163330167,-0.01718476108265751,0.029943017790322178,-0.9990004703732931,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0014880734961479902,0.00040821131551638175,-0.005773146171122789,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.3296324908733368,0.5832130908966077,9.773031234741211,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1759740080341008952,200358,1759740080216739456,base_link,-0.028406107934680996,-0.017182931646014334,0.029927170575282075,-0.9990006389606871,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.003908111713826656,0.00046679627848789123,0.0024235043674707413,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.32459211349487305,0.6505806446075452,9.781044006347656,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1759740080341033464,200359,1759740080221739456,base_link,-0.0284158181734512,-0.017186044585903566,0.02992004775788376,-0.9990005125201417,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00410767225548625,0.002277571009472013,0.003055893816053867,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.35010600090026855,0.4976678788661969,9.776272773742676,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1759740080341040184,200360,1759740080232739456,base_link,-0.028417638390471265,-0.01720081969048467,0.029939308867653208,-0.9989996274363229,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0001401199260726571,0.0027935295365750785,-0.0046175564639270306,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.32509782910346985,0.5908014774322522,9.810955047607422,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1759740080341083384,200361,1759740080243737920,base_link,-0.028416743428484915,-0.017208389659603928,0.029920469226368873,-0.9990000910516565,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0012847338803112507,0.0013102587545290594,0.0032588844187557697,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.34383663535118103,0.6304764747619641,9.812795639038086,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1759740080341101592,200362,1759740080248737920,base_link,-0.028409045043186597,-0.01720729515863166,0.02992316662467358,-0.9990002596390506,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0024870268534868956,-9.503134060651031e-05,0.0026205163449048996,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.34544306993484497,0.4665872156620038,9.780461311340332,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1759740080341122808,200363,1759740080254737920,base_link,-0.028401318340474435,-0.017202414685283003,0.02994259632183707,-0.998999964611111,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.002795745385810733,-0.0008871653117239482,-0.005004368722438812,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.32829833030700684,0.5553411245346082,9.796568870544434,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1759740080341144632,200364,1759740080258737920,base_link,-0.028397038459717056,-0.017200325123559172,0.02993087949795105,-0.9990004703732931,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0023861126974225044,-0.0016851049149408932,0.003918977454304695,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,-0.34343647956848145,0.6251875162124646,9.807808876037598,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
