%time,field.header.seq,field.header.stamp,field.header.frame_id,field.connected,field.armed,field.guided,field.manual_input,field.mode,field.system_status
12719000000,13,12090000000,,1,0,0,0,OFFBOARD,3
13089000000,14,13089000000,,1,1,0,0,OFFBOARD,4
14089000000,15,14089000000,,1,1,0,0,OFFBOARD,4
15087000000,16,15087000000,,1,1,0,0,OFFBOARD,4
