%time,field.header.seq,field.header.stamp,field.header.frame_id,field.twist.linear.x,field.twist.linear.y,field.twist.linear.z,field.twist.angular.x,field.twist.angular.y,field.twist.angular.z
1759809522587644416,134447,1759809522491924288,base_link,-0.0035775805542882784,0.0065625114601850516,-0.00011281438196836573,0.0006307498551905155,-0.0008384073153138159,0.0018119243904948235
1759809522587675776,134448,1759809522502923008,base_link,-0.0032510032359492234,0.00724218774810532,0.00011342155824507992,0.00034158979542553425,0.0008799590868875378,-0.005156663712114096
1759809522587707712,134449,1759809522515923008,base_link,-0.003443220500911075,0.006893874511745265,0.00017683018738899186,0.0010363339679315686,0.0003097006119787692,-0.0006857806583866477
1759809522587722784,134450,1759809522522923008,base_link,-0.003195055865241567,0.0075662826949386775,0.00036363323358595866,-0.0002057685051113367,0.0012495815753936763,-0.003971930127590895
1759809522587762240,134451,1759809522532923008,base_link,-0.003548891203104909,0.007334904828638736,0.00024770546658000285,-0.002664795843884349,-0.0019025544170290225,0.005620705429464579
1759809522587781184,134452,1759809522541923008,base_link,-0.003606817778138242,0.0072722749741526045,6.662453175117168e-06,-0.001128536881878972,0.0016238301759585736,-0.0018591693369671705
1759809522587812000,134453,1759809522551923008,base_link,-0.003543050034570367,0.0074806024722987524,7.788450866753368e-06,0.0013836100697517395,0.0026120990514755245,-0.003946961369365454
1759809522587841664,134454,1759809522562923008,base_link,-0.0037266381244921098,0.006928497273956492,-0.00018128926898961276,-0.0007634749636054039,-0.0007616584189236166,-0.001967660617083311
1759809522587873984,134455,1759809522571923008,base_link,-0.003385166575494229,0.007372801812527051,7.763663220151355e-05,-0.000493254279717803,5.228514783084358e-05,-0.0028422540053725243
1759809522587899136,134456,1759809522581923008,base_link,-0.003456319464733149,0.006814723209087868,-0.00016977761220685067,0.0004661926068365574,0.002137587172910571,0.0007291024667210875
1759809522598640384,134457,1759809522595923008,base_link,-0.003190588131786102,0.007136546700539686,0.000198718347398483,-0.0006433271337300539,0.0005574901588261124,-0.002415211871266365
1759809522605411360,134458,1759809522601919936,base_link,-0.0033050928590750727,0.00671525728058291,-2.4985813459003925e-05,-0.0004249939229339361,-0.002031651558354497,0.00036527216434478787
1759809522616581568,134459,1759809522611919936,base_link,-0.003017414698506752,0.006938366245142075,-8.431321630591368e-05,-0.0026247797068208456,-0.0006012772209942337,0.003970447927713394
1759809522628215328,134460,1759809522625919936,base_link,-0.0029191333674825457,0.007258240964394634,-5.062840862445565e-05,-0.0015213049482554197,-0.0034340329002588987,0.0005240039899945263
1759809522634761152,134461,1759809522631919936,base_link,-0.002799756071235497,0.0067305417997635675,0.00022894469860656707,-0.00047889468260109425,-0.000928142806515097,0.005626591853797436
1759809522645614752,134462,1759809522641919936,base_link,-0.0025817825294489824,0.007180355766868889,0.0004341701418735933,-0.00017826841212809086,0.000194594962522387,-0.004258311819285154
1759809522660081568,134463,1759809522655919936,base_link,-0.0027611949683669277,0.0064849788587188996,0.00046485034222805855,-0.0021499672438949347,0.0002876084763556722,0.0028401638846844435
1759809522667424704,134464,1759809522661919936,base_link,-0.0025585142906458776,0.006933021751732975,0.00031340165109814826,-0.0012659139465540648,-0.00013263500295579477,-0.0036093974485993385
1759809522677244704,134465,1759809522671919936,base_link,-0.002444952030576127,0.0068134293205425345,0.00042560315251695337,-0.001609972445294261,-0.0005226358771324153,0.003468515817075968
1759809522691430592,134466,1759809522685919936,base_link,-0.002583217457304573,0.006826808004903549,0.0006040477369339536,0.0005212787073105574,9.268801659345577e-05,-0.004071447532624006
1759809522697151424,134467,1759809522691919936,base_link,-0.0024602711167612023,0.007287879286288798,0.0007368649934738999,0.00045069982297718525,-0.0026060135569423437,-0.00037311622872948614
1759809522707564320,134468,1759809522704918400,base_link,-0.0027223276202147702,0.006468596682238605,0.000740056058727332,0.002256715437397361,0.0012380046537145974,0.0011617271229624746
1759809522714329280,134469,1759809522710918400,base_link,-0.0026178481940427405,0.007156168200591071,0.0010183529882922331,-7.383152842521667e-05,-0.001640728441998363,-0.0028819581493735313
1759809522727317280,134470,1759809522721918400,base_link,-0.002925227738742165,0.006601734699486848,0.0008879569637355859,0.0018616185989230871,-0.00236267945729196,0.005744704976677895
1759809522750006752,134471,1759809522734918400,base_link,-0.002697854508789921,0.006840094147024852,0.0011801814132665447,-0.0019033278804272413,-0.0031033062841743235,-0.003948619123548269
