%time,field.header.seq,field.header.stamp,field.header.frame_id,field.connected,field.armed,field.guided,field.manual_input,field.mode,field.system_status
11881000000,12,11043000000,,1,0,0,0,OFFBOARD,3
12043000000,13,12043000000,,1,0,0,0,OFFBOARD,3
13042000000,14,13041000000,,1,1,0,0,OFFBOARD,4
14039000000,15,14039000000,,1,1,0,0,OFFBOARD,4
15039000000,16,15039000000,,1,1,0,0,OFFBOARD,4
16038000000,17,16038000000,,1,1,0,0,OFFBOARD,4
17037000000,18,17037000000,,1,1,0,0,OFFBOARD,4
